#OTUID	C_2	C_34	C_36	C_49	P10_11	P10_13	P10_18	P10_54	P10_55	P10_57	P20_1	P20_3	P20_16	P20_37	P20_41	P20_52	W10_14	W10_15	W10_21	W10_31	W10_33	W10_53	W20_4	W20_8	W20_23	W20_50	W20_51	W20_56	taxonomy
2585	0	1600000	567333.3333	740000	3267333.333	0	2534000	215333.3333	0	0	1208666.667	4043333.333	1447000	5.00E+05	2109666.667	683333.3333	1629500	822100	3143333.333	0	560666.6667	1900000	1580000	0	0	4150000	2410000	2866666.667	 ryanodine receptor 2 [Homo sapiens]
2586	0	1297666.667	980000	2936666.667	5385666.667	792333.3333	1630000	386666.6667	3074000	4030000	2410000	885000	1920000	2390000	2300000	1720000	2065000	1750000	2050000	3953333.333	2120066.667	956666.6667	0	0	0	0	0	0	 S-adenosylmethionine synthase isoform type-2 [Homo sapiens]
2587	4013333.333	4516666.667	4916666.667	3853333.333	7100000	4276666.667	2813333.333	2363333.333	3480000	3266666.667	4383333.333	3870000	6100000	2610000	2753333.333	3980000	3400000	5060000	2950000	2960000	2770000	2953333.333	2276666.667	2206666.667	1216666.667	2100000	1906666.667	848333.3333	 S-formylglutathione hydrolase [Homo sapiens]
2588	1094666.667	970333.3333	1146666.667	852333.3333	889333.3333	353333.3333	783666.6667	874000	430666.6667	1753333.333	659333.3333	7.00E+05	928666.6667	273000	809666.6667	779000	594666.6667	7.00E+05	704000	669333.3333	378000	486500	333666.6667	576333.3333	410000	453333.3333	0	92333.33333	 S-methyl-5'-thioadenosine phosphorylase [Homo sapiens]
2589	0	0	0	1111666.667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 SAA2-SAA2 protein precursor [Homo sapiens]
2590	0	0	0	0	0	0	0	0	0	0	1033333.333	667000	281500	0	937666.6667	283600	0	228333.3333	104666.6667	1135000	238000	0	0	0	0	0	0	0	 sacsin isoform 2 [Homo sapiens]
2591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1783333.333	0	0	0	0	0	0	0	 SAM and SH3 domain-containing protein 1 [Homo sapiens]
2592	0	591500	0	2156666.667	3590000	179500	248666.6667	53333.33333	528666.6667	0	1035333.333	155500	155666.6667	109333.3333	175000	639333.3333	238000	0	490000	302500	128333.3333	272000	212666.6667	381333.3333	682333.3333	95833.33333	0	0	 sarcoplasmic/endoplasmic reticulum calcium ATPase 3 isoform a [Homo sapiens]
2593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265000	836500	657000	718666.6667	1021666.667	0	0	0	0	0	0	0	 scaffold attachment factor B1 isoform 2 [Homo sapiens]
2594	733500	1379000	748500	824500	1463333.333	677500	933000	0	1097000	1104000	1656333.333	501000	624000	219666.6667	184666.6667	508333.3333	528500	362000	657000	718666.6667	1220000	0	560000	586666.6667	53000	230333.3333	0	112000	 scaffold attachment factor B2 [Homo sapiens]
2595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89666.66667	112500	0	260500	 SCAN domain-containing protein 3 [Homo sapiens]
2596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	886666.6667	1336666.667	0	272000	0	0	0	0	0	0	0	0	 scavenger receptor class B member 1 isoform 1 [Homo sapiens]
2597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433333.3333	860000	0	0	0	0	0	0	0	0	0	0	0	0	 scm-like with four MBT domains protein 1 [Homo sapiens]
2598	293100	1790000	0	725333.3333	110566.6667	72300	116150	706466.6667	80533.33333	0	1420000	491333.3333	934100	0	0	0	0	0	82633.33333	112500	62133.33333	144800	0	0	0	0	0	0	 sec1 family domain-containing protein 1 isoform a [Homo sapiens]
2599	389333.3333	10225333.33	12913333.33	566666.6667	3398000	4301666.667	9974000	16160000	5500666.667	2439000	5576666.667	4796666.667	11886666.67	9746666.667	0	14863333.33	519333.3333	12858333.33	11896666.67	403666.6667	396666.6667	9870666.667	4659000	1921666.667	4206333.333	4233333.333	2860000	2444333.333	 SEC14-like protein 1 isoform b [Homo sapiens]
2600	0	0	0	0	0	0	0	0	0	0	775333.3333	1014000	0	0	0	637500	0	0	0	0	0	0	127000	541666.6667	218000	206000	0	0	 SEC14-like protein 5 [Homo sapiens]
2601	0	0	0	0	0	0	0	0	1600000	2642000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 SEC14 domain and spectrin repeat-containing protein 1 [Homo sapiens]
2602	0	0	0	273666.6667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 secernin-2 isoform 1 [Homo sapiens]
2603	59833333.33	4.10E+07	59533333.33	63966666.67	105866666.7	51433333.33	56400000	54366666.67	43466666.67	79666666.67	62133333.33	44366666.67	53766666.67	41333333.33	38200000	23466666.67	39233333.33	39666666.67	48500000	53333333.33	53366666.67	34033333.33	41666666.67	31533333.33	2.10E+07	20400000	9506666.667	19533333.33	 selenium-binding protein 1 isoform 1 [Homo sapiens]
2604	4456666.667	3920000	3033333.333	1996666.667	7206666.667	2440000	5200000	1750000	2176666.667	0	1413333.333	2650000	2863333.333	1770000	2280000	1546666.667	1706666.667	1616666.667	2275000	2096666.667	2866666.667	2110000	1323333.333	1050000	1665666.667	1230000	239433.3333	674500	 semaphorin-3C precursor [Homo sapiens]
2605	1269000	1822500	759333.3333	690500	968666.6667	689000	910333.3333	1153500	1267000	2605000	747000	720333.3333	1088333.333	1231666.667	748333.3333	845500	1165000	1198666.667	1137333.333	1004333.333	1447000	1201666.667	1406666.667	831666.6667	603666.6667	557000	249333.3333	209000	 semaphorin-4D isoform 1 precursor [Homo sapiens]
2606	6686666.667	7253333.333	3476666.667	4063333.333	3813333.333	6083333.333	8403333.333	9063333.333	1894666.667	0	8900000	3340666.667	4900000	8086666.667	3679666.667	5189666.667	6003333.333	7113333.333	6513333.333	7153333.333	2980000	6530000	3072000	5946666.667	3656333.333	0	0	0	 sentrin-specific protease 5 [Homo sapiens]
2607	8230000	7180000	8226666.667	10510000	10990000	6556666.667	6250000	7386666.667	12153333.33	17766666.67	4886666.667	5156666.667	5386666.667	4740000	4200000	5963333.333	5900000	4430000	4583333.333	5210000	2926666.667	3803333.333	4500000	3883333.333	2346666.667	1696666.667	810333.3333	2276666.667	 sepiapterin reductase [Homo sapiens]
2608	7100000	6863333.333	6833333.333	7066666.667	8113333.333	6133333.333	5283333.333	5056666.667	7430000	16066666.67	5003333.333	4956666.667	4183333.333	3910000	4426666.667	4350000	5393333.333	4390000	4716666.667	6156666.667	4420000	4130000	4553333.333	2850000	2846666.667	2480000	813000	2120000	 septin-11 [Homo sapiens]
2609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	603000	96333.33333	0	0	0	0	0	0	0	 septin-12 isoform 2 [Homo sapiens]
2610	0	0	0	0	5950000	4640000	4610000	4816666.667	5606666.667	10180000	4486666.667	4586666.667	3610000	3316666.667	3883333.333	3686666.667	0	0	0	0	0	0	3320000	2233333.333	2276666.667	2140000	977333.3333	1963333.333	 septin-14 [Homo sapiens]
2611	5676666.667	5783333.333	4530000	4246666.667	5673333.333	4193333.333	6263333.333	5476666.667	4160000	9213333.333	3223333.333	4136666.667	5343333.333	4253333.333	3696666.667	4260000	3006666.667	3360000	5123333.333	2950000	5736666.667	4280000	3730000	3493333.333	1786666.667	1576666.667	761333.3333	1080333.333	 septin-2 isoform a [Homo sapiens]
2612	0	0	0	0	637000	439000	640000	0	602000	93666.66667	0	0	0	0	0	0	627666.6667	3536000	373000	805000	533000	301000	0	0	0	0	0	0	 septin-5 isoform 1 [Homo sapiens]
2613	6740000	6330000	6570000	6436666.667	7316666.667	5660000	5283333.333	5103333.333	6723333.333	10833333.33	5076666.667	4703333.333	4270000	4080000	4706666.667	4486666.667	5390000	4340000	4376666.667	5590000	3956666.667	4086666.667	4366666.667	2646666.667	3006666.667	2380000	813000	2060000	 septin-6 isoform B [Homo sapiens]
2614	7556666.667	8776666.667	7383333.333	7583333.333	7320000	5953333.333	6540000	4780000	7016666.667	10890000	5040000	4363333.333	4123333.333	3820000	4313333.333	3713333.333	5206666.667	4883333.333	4336666.667	5910000	4176666.667	4163333.333	4410000	3326666.667	2630000	2216666.667	828000	1973333.333	 septin-7 isoform 1 [Homo sapiens]
2615	0	0	0	0	8093333.333	5660000	5283333.333	5550000	6860000	12633333.33	5390000	5506666.667	4150000	4193333.333	4753333.333	4350000	5406666.667	4556666.667	4246666.667	5413333.333	4366666.667	5080000	4366666.667	2730000	2846666.667	2513333.333	906333.3333	1993333.333	 septin-8 isoform c [Homo sapiens]
2616	3816666.667	4690000	2116666.667	2763333.333	6060000	5186666.667	3606666.667	3020000	2570000	6033333.333	2373333.333	2633333.333	3676666.667	3430000	3046666.667	3470000	3823333.333	2690000	3380000	3806666.667	3463333.333	2320000	2596666.667	2206666.667	1793333.333	1360000	552000	1443333.333	 septin-9 isoform a [Homo sapiens]
2617	1061000	2266666.667	991000	1320000	2056666.667	1510000	1994333.333	837333.3333	3793333.333	1426666.667	817333.3333	1506666.667	1403333.333	1196000	1486666.667	2814000	2192333.333	898333.3333	1319333.333	1768000	2976666.667	990000	783666.6667	613333.3333	530666.6667	590666.6667	137000	303000	" serine--tRNA ligase, cytoplasmic [Homo sapiens]"
2618	2310000	3043333.333	655333.3333	941666.6667	1080333.333	1585000	652666.6667	313000	1530000	2563333.333	0	186666.6667	1227000	52300	726000	842000	0	775666.6667	0	1660000	1059666.667	1161666.667	889000	26366.66667	921000	19000	0	319666.6667	 serine-rich coiled-coil domain-containing protein 1 isoform 1 [Homo sapiens]
2619	0	0	0	0	112150	0	0	0	0	389666.6667	0	0	0	0	0	0	0	0	3770000	673000	0	1064000	0	0	0	0	0	0	 serine palmitoyltransferase 1 isoform a [Homo sapiens]
2620	0	0	0	9556666.667	0	0	0	0	0	0	10533333.33	7920000	0	19333333.33	0	16466000	0	21200000	0	0	0	0	0	0	0	0	0	0	 serine protease 55 isoform 1 precursor [Homo sapiens]
2621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1290000	372666.6667	319000	1920000	2873333.333	1386666.667	1153333.333	365333.3333	536000	465000	0	259666.6667	 serine protease hepsin precursor [Homo sapiens]
2622	1850000	542333.3333	1580000	3029666.667	2514000	2145000	473333.3333	812666.6667	0	1036000	2377666.667	0	829333.3333	486666.6667	1676666.667	0	986333.3333	0	1340333.333	1120500	2137333.333	1174000	0	0	0	0	0	0	 serine protease inhibitor Kazal-type 4 precursor [Homo sapiens]
2623	2453233.333	5325000	3290000	3480000	3928333.333	2924000	4366666.667	4713333.333	3813333.333	1218333.333	4270000	2600000	3550000	3960000	2710000	4940000	4490000	2600000	4.00E+06	4635000	3700000	2940000	2936666.667	1713333.333	1490000	844000	200400	199000	 serine protease inhibitor Kazal-type 5 isoform a precursor [Homo sapiens]
2624	1690000	5576666.667	2210000	8253333.333	14500000	5133333.333	3326666.667	2576666.667	9846666.667	11600000	6850000	3570000	1853333.333	2263333.333	1925666.667	2600000	2276666.667	2303333.333	2896666.667	6080000	5490000	1161333.333	3526666.667	1348333.333	1378000	644333.3333	232000	364666.6667	 serine/arginine-rich splicing factor 1 isoform 1 [Homo sapiens]
2625	2240000	3246666.667	2240000	3010000	4680000	3276666.667	2703333.333	1453333.333	4306666.667	4063333.333	2930000	1943333.333	1261666.667	1313000	1570000	1956666.667	2230000	1913333.333	1473333.333	2693333.333	3310000	1630000	2460000	1800000	1640000	468000	205000	356000	 serine/arginine-rich splicing factor 2 [Homo sapiens]
2626	3220000	7950000	5637333.333	6123333.333	14366666.67	5220000	7680000	6076666.667	5403333.333	8563333.333	9680000	5340000	4286666.667	8710000	4253333.333	7856666.667	2950000	5008666.667	9896666.667	6053333.333	5203333.333	9460000	2543333.333	4490000	3583333.333	461666.6667	154333.3333	366333.3333	 serine/arginine-rich splicing factor 3 [Homo sapiens]
2627	1875333.333	3403333.333	1368666.667	2180000	10546666.67	3770000	1871666.667	2610000	3483333.333	8550000	3530000	935666.6667	696000	728333.3333	1136333.333	931333.3333	3113333.333	1060666.667	1656666.667	3493333.333	4883333.333	1155000	2526666.667	858000	673333.3333	1031666.667	583666.6667	928333.3333	 serine/arginine-rich splicing factor 6 [Homo sapiens]
2628	1194000	2653333.333	877666.6667	1843000	7833333.333	1686666.667	1317666.667	1229333.333	3066666.667	323333.3333	4180000	2193333.333	1162333.333	2500000	1184333.333	2623333.333	2026666.667	1086666.667	1946666.667	3176666.667	2656666.667	1886666.667	2213333.333	852333.3333	1340000	239333.3333	14300	95100	 serine/arginine-rich splicing factor 7 isoform 1 [Homo sapiens]
2629	0	0	0	0	2416666.667	1234666.667	839333.3333	459333.3333	2136666.667	2460000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 serine/arginine-rich splicing factor 9 [Homo sapiens]
2630	0	0	0	0	0	0	0	0	0	0	878333.3333	0	0	106666.6667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 serine/threonine-protein kinase 16 [Homo sapiens]
2631	736333.3333	809666.6667	860666.6667	849000	1051666.667	547666.6667	376000	276666.6667	1046000	698000	664000	453666.6667	406666.6667	322000	431333.3333	722000	373000	312666.6667	353333.3333	728666.6667	566000	231000	433000	257333.3333	146000	201333.3333	113133.3333	155333.3333	 serine/threonine-protein kinase 25 isoform 1 [Homo sapiens]
2632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	556000	0	1007333.333	1487000	0	 serine/threonine-protein kinase ATR [Homo sapiens]
2633	0	0	0	0	470000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369333.3333	859000	0	0	0	0	0	0	0	 serine/threonine-protein kinase D2 isoform A [Homo sapiens]
2634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240500	0	0	426666.6667	0	0	0	0	0	0	0	0	 serine/threonine-protein kinase D3 [Homo sapiens]
2635	0	0	0	0	0	0	0	1340000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 serine/threonine-protein kinase greatwall isoform 1 [Homo sapiens]
2636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1003000	308000	2239000	754000	1685000	356666.6667	0	0	0	0	0	0	 serine/threonine-protein kinase MRCK alpha isoform B [Homo sapiens]
2637	15776666.67	22733333.33	10580000	7214000	18866666.67	15850000	3200000	14066666.67	15246666.67	9743333.333	9226666.667	4390000	10070000	6240000	6730000	12203333.33	8093333.333	7770000	9950000	11100000	13300000	9366666.667	5486666.667	3736666.667	5273333.333	982333.3333	132933.3333	332500	 serine/threonine-protein kinase MRCK beta [Homo sapiens]
2638	0	0	0	0	5016666.667	0	423333.3333	305333.3333	243000	3811333.333	0	0	0	0	0	0	0	934333.3333	0	1035000	366000	1305000	0	0	0	0	0	0	 serine/threonine-protein kinase MRCK gamma [Homo sapiens]
2639	0	0	0	0	1051666.667	547666.6667	551666.6667	801000	832333.3333	698000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 serine/threonine-protein kinase MST4 isoform 1 [Homo sapiens]
2640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6864500	6410000	3386000	0	0	0	3944666.667	0	0	0	944500	 serine/threonine-protein kinase mTOR [Homo sapiens]
2641	0	1762333.333	1743333.333	599333.3333	0	1280000	2256666.667	3042000	1392666.667	413333.3333	1790000	1133333.333	1626666.667	2453333.333	1863333.333	1603333.333	1230000	1225000	0	1696666.667	1343666.667	1166333.333	1255000	2240000	1069666.667	590666.6667	180000	309333.3333	 serine/threonine-protein kinase N1 isoform 1 [Homo sapiens]
2642	704666.6667	823666.6667	288000	1503333.333	1296666.667	0	0	551666.6667	1120000	1145666.667	0	0	0	0	0	0	564500	254000	515500	1011000	1076333.333	312666.6667	989000	0	71333.33333	240000	0	60000	 serine/threonine-protein kinase N2 [Homo sapiens]
2643	0	0	0	0	2036666.667	2476000	15199666.67	83000	64666.66667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 serine/threonine-protein kinase N3 [Homo sapiens]
2644	0	0	35666.66667	216666.6667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142100	0	0	0	0	0	0	 serine/threonine-protein kinase Nek11 isoform 3 [Homo sapiens]
2645	0	0	0	802333.3333	995333.3333	280500	0	0	344333.3333	555333.3333	300500	0	0	229500	267000	277000	228500	258333.3333	0	300333.3333	262666.6667	0	439666.6667	203666.6667	140000	150666.6667	108500	134000	 serine/threonine-protein kinase OSR1 [Homo sapiens]
2646	1290000	1484333.333	1122000	672333.3333	3776666.667	1280333.333	3427000	396666.6667	2730000	1043333.333	1031666.667	684666.6667	1655333.333	1714000	888000	3621000	1277333.333	705000	1722000	2485000	1786333.333	2666666.667	1245333.333	769666.6667	168000	130800	0	770550	 serine/threonine-protein kinase PAK 2 [Homo sapiens]
2647	0	0	0	0	1480000	403333.3333	865000	1230000	1185000	2030000	1285000	1730500	883500	912000	423333.3333	218000	839500	2175000	1341333.333	2180000	1236666.667	0	0	0	0	0	0	0	 serine/threonine-protein kinase Sgk3 isoform 1 [Homo sapiens]
2648	0	0	0	0	1480000	403333.3333	933000	1487000	1295000	763333.3333	0	0	0	0	0	0	839500	1920000	1341333.333	2673333.333	1226666.667	0	1210000	807000	551000	0	0	180333.3333	 serine/threonine-protein kinase Sgk3 isoform 2 [Homo sapiens]
2649	425666.6667	0	0	1530333.333	0	0	628666.6667	0	486000	0	1460000	0	0	0	0	478666.6667	249666.6667	0	0	417333.3333	0	388333.3333	1091000	622000	396333.3333	0	0	0	 serine/threonine-protein kinase SMG1 [Homo sapiens]
2650	0	0	0	0	1630000	1355000	1150000	1683000	1030000	1440000	0	0	0	0	0	0	1823000	2043333.333	2320000	1716666.667	1032500	2663333.333	1319000	1326000	583500	236500	168350	0	 serine/threonine-protein kinase tousled-like 1 isoform 1 [Homo sapiens]
2651	2490000	2350000	2023333.333	2105000	1630000	1100000	1650000	2859666.667	1030000	1440000	1202333.333	2223666.667	2593333.333	2397000	2376666.667	3036666.667	4165000	1800000	2775000	1716666.667	1032500	2663333.333	1319000	1413000	595000	216000	212933.3333	0	 serine/threonine-protein kinase tousled-like 2 isoform A [Homo sapiens]
2652	195500	139000	134633.3333	196333.3333	237333.3333	163333.3333	554666.6667	922666.6667	103850	268333.3333	170000	0	205000	162666.6667	164000	193000	940333.3333	46333.33333	168000	207000	167000	1024000	163333.3333	45000	1307500	0	45000	0	 serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform isoform 2 [Homo sapiens]
2653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273000	703500	733500	3594000	1479333.333	0	0	0	0	0	0	0	 serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform isoform 1 [Homo sapiens]
2654	0	0	0	0	0	0	0	0	0	0	0	0	142500	0	133666.6667	0	0	0	0	0	0	0	0	0	0	0	0	0	 serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform isoform 1 [Homo sapiens]
2655	7526666.667	7233333.333	6566666.667	6550000	6883333.333	5726666.667	4670000	4270000	4550000	4373333.333	4956666.667	4470000	4676666.667	4350000	4103333.333	4140000	4376666.667	2566666.667	3990000	5533333.333	3050000	3296666.667	10406666.67	6673333.333	3220000	4073333.333	3220000	2596666.667	 serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform [Homo sapiens]
2656	0	0	0	0	1870000	3103333.333	826333.3333	1252333.333	802666.6667	2030000	0	0	0	0	0	0	632333.3333	1559333.333	567666.6667	2030000	1476666.667	516500	750000	1498666.667	206666.6667	457000	217333.3333	326500	 serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform isoform b [Homo sapiens]
2657	2936666.667	3183333.333	1453333.333	1942666.667	1306666.667	1288000	1870333.333	2533333.333	824333.3333	0	345666.6667	1351333.333	1516666.667	272333.3333	878333.3333	629333.3333	1633000	1511333.333	2774333.333	1546666.667	1040000	2004666.667	1087666.667	1276000	1183333.333	1232333.333	428000	391333.3333	 serine/threonine-protein phosphatase 2A activator isoform b [Homo sapiens]
2658	0	0	0	0	0	0	0	0	0	0	944000	1183000	1396666.667	1347666.667	1399000	1590000	0	0	0	0	0	0	0	0	0	0	0	0	 serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform [Homo sapiens]
2659	1786666.667	2136666.667	1850000	1736666.667	2756666.667	856000	1780000	1486666.667	1499000	830500	0	0	0	0	0	0	1453000	1020333.333	789666.6667	1032666.667	744333.3333	1060000	859000	1228000	934000	745666.6667	430666.6667	464000	 serine/threonine-protein phosphatase 2A catalytic subunit beta isoform [Homo sapiens]
2660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334333.3333	1875000	71666.66667	276666.6667	250666.6667	245333.3333	219000	195500	168666.6667	0	0	0	 serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform isoform 2 [Homo sapiens]
2661	0	533666.6667	0	1363500	812500	272000	0	0	1315666.667	3365000	0	0	0	0	0	0	422333.3333	2321666.667	435500	772666.6667	839000	205333.3333	219000	169000	168666.6667	0	188000	0	 serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform isoform 1 [Homo sapiens]
2662	1025000	120333.3333	141666.6667	883333.3333	0	0	0	0	0	0	747000	720333.3333	1133333.333	912666.6667	748333.3333	845500	0	0	0	0	0	0	0	0	0	0	0	0	 serine/threonine-protein phosphatase 4 regulatory subunit 1 isoform a [Homo sapiens]
2663	1786666.667	2116666.667	2690000	1528666.667	2650000	856000	2370000	1406000	1464333.333	4545500	944000	1133000	1396666.667	1347666.667	1399000	1810000	1453000	1673666.667	1903000	999333.3333	538666.6667	2105000	1110000	1228000	934000	545333.3333	355666.6667	703000	 serine/threonine-protein phosphatase 6 catalytic subunit isoform a [Homo sapiens]
2664	251333.3333	215000	291333.3333	372500	538000	271500	556000	302000	135050	0	140000	179500	230000	39000	115600	187500	135333.3333	0	153666.6667	173300	308666.6667	38333.33333	0	0	0	0	0	0	 serine/threonine-protein phosphatase PP1-alpha catalytic subunit isoform 1 [Homo sapiens]
2665	1710000	874000	3543333.333	3896666.667	1589333.333	3263333.333	1887000	1474666.667	3156666.667	912000	3757333.333	899666.6667	2670000	660466.6667	1439333.333	1102000	1100666.667	837333.3333	997000	1054966.667	1074000	1321666.667	1341500	801000	2363333.333	1324000	173300	305666.6667	 serine/threonine-protein phosphatase PP1-beta catalytic subunit isoform 1 [Homo sapiens]
